OBJECTID,X,Y,Latitude,Longitude,Date,AnimalType,Crash_Seve,County,Crash_Date_Original,Crash_Time_Original,Crash_Time,Primary_St,Distance,Dir,Secondary_,Weather,Fatalities,Injured,Property_D,Injury_Typ,Crash_Type,Total_Vehi,V1_Type,V1_Dir,V1_Driver_,V1_Lane_Nu,V1_Action,V1_Driver1,V1_Drive_1,V1_Vehicle,V1_Most_Ha,V1_All_Eve,V2_Type,V2_Dir,V2_Driver_,V2_Lane_Nu,V2_Action,V2_Driver1,V2_Drive_1,V2_Vehicle,V2_Most_Ha,V2_All_Eve,First_Harm,Nonmotoris,Factors_Ro,Lighting,HWY_Factor,Agency,Accident_R,Pedalcycli,Pedestrian,Motorcycli,CrashDateT,GlobalID
413135,662652.8875,4175232.775,37.71,-115.2,2015-11-08,DEER,PROPERTY DAMAGE ONLY,LINCOLN,Sun Nov 08 00:00:00 PST 2015,Sun Dec 31 18:05:00 PST 1899,18:05:00,SR318,2500,S,MILE MARKER 15,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,PICKUP,S,66,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2211943,Null,Null,Null,2015-11-09T02:05:00.000Z,{195A4811-ED60-4D70-8654-FC4FDD162C2C}
404896,590703.8789,4369521.851,39.47,-115.9,2015-11-22,DEER,PROPERTY DAMAGE ONLY,EUREKA,Sun Nov 22 00:00:00 PST 2015,Sun Dec 31 16:00:00 PST 1899,16:00:00,US50,5280,N,MILE MARKER 41.32,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,"SEDAN, 4 DOOR",N,-9999,-9999,GOING STRAIGHT,"FELL ASLEEP, FAINTED, FATIGUED, ETC.",Null,OBJECT AVOIDANCE,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,EUSO,2388024,Null,Null,Null,2015-11-23T00:00:00.000Z,{E3B1FB7A-2098-4C17-ABE0-A4F9E7ABFBD9}
318104,709259.8784,4243711.312,38.32,-114.6,2015-11-29,HORSE,PROPERTY DAMAGE ONLY,LINCOLN,Sun Nov 29 00:00:00 PST 2015,Sun Dec 31 19:45:00 PST 1899,19:45:00,US93N,1562,S,MILE MARKER 148,CLOUDY,-9999,-9999,PDO,Null,NON-COLLISION,1,"SEDAN, 4 DOOR",S,36,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,Null,HORSE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2213162,Null,Null,Null,2015-11-30T03:45:00.000Z,{8E5A4A85-2D82-4902-862F-07D06DE82175}
382505,259481.9716,4333292.699,39.12,-119.8,2015-11-29,DEER,PROPERTY DAMAGE ONLY,CARSON CITY,Sun Nov 29 00:00:00 PST 2015,Sun Dec 31 04:41:00 PST 1899,4:41:00,US50,300,W,MILE MARKER 7,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,UTILITY,W,55,2,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,Null,NHP,2213131,Null,Null,Null,2015-11-29T12:41:00.000Z,{C5A67FA2-6D9B-4864-B5DB-C6B93EF2D112}
303322,650006.9352,4509332.415,40.72,-115.2,2015-10-04,DEER,PROPERTY DAMAGE ONLY,ELKO,Sun Oct 04 00:00:00 PDT 2015,Sun Dec 31 16:00:00 PST 1899,16:00:00,SR229,2640,N,MILE MARKER 29,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,PICKUP,N,61,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DAYLIGHT,NONE,NHP,2199038,Null,Null,Null,2015-10-04T23:00:00.000Z,{8709153E-BF29-4C71-855F-83F2D69B6D15}
303343,301229.7083,4297296.712,38.8,-119.3,2015-10-04,DEER,PROPERTY DAMAGE ONLY,LYON,Sun Oct 04 00:00:00 PDT 2015,Sun Dec 31 20:24:00 PST 1899,20:24:00,SR208,0,Null,MILE MARKER 9,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,CARRY-ALL,E,67,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,UNKNOWN,NHP,2199088,Null,Null,Null,2015-10-05T03:24:00.000Z,{41CD02E8-991A-4D4F-8D4F-921F04494771}
303440,261303.1524,4360125.797,39.36,-119.8,2015-10-11,CATTLE,INJURY CRASH,WASHOE,Sun Oct 11 00:00:00 PDT 2015,Sun Dec 31 19:09:00 PST 1899,19:09:00,US395A,500,S,PLEASANT VALLEY DR,CLEAR,-9999,3,Null,B,NON-COLLISION,1,"SEDAN, 2 DOOR",N,30,2,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,CATTLE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,NONE,NHP,2297771,Null,Null,Null,2015-10-12T02:09:00.000Z,{1759445F-30DB-4E23-A52F-145368AE7151}
307229,261295.9862,4360121.149,39.36,-119.8,2015-10-11,CATTLE,PROPERTY DAMAGE ONLY,WASHOE,Sun Oct 11 00:00:00 PDT 2015,Sun Dec 31 19:05:00 PST 1899,19:05:00,US395A,528,S,PLEASANT VALLEY DR,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,CARRY-ALL,N,51,2,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,CATTLE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2210607,Null,Null,Null,2015-10-12T02:05:00.000Z,{73F05AAC-EA28-4FFC-A78F-4108F92FB468}
315704,283263.9823,4353535.115,39.3,-119.5,2015-10-18,DOG/COYOTE,PROPERTY DAMAGE ONLY,LYON,Sun Oct 18 00:00:00 PDT 2015,Sun Dec 31 20:30:00 PST 1899,20:30:00,US50,2640,E,SIX MILE CANYON RD,CLOUDY: RAIN,-9999,-9999,PDO,Null,NON-COLLISION,1,"SEDAN, 2 DOOR",E,55,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DOG/COYOTE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2210915,Null,Null,Null,2015-10-19T03:30:00.000Z,{39375702-2DBC-4819-94F4-22C654AF6A04}
315697,703409.2374,4550243.724,41.08,-114.6,2015-10-18,DEER,PROPERTY DAMAGE ONLY,ELKO,Sun Oct 18 00:00:00 PDT 2015,Sun Dec 31 09:45:00 PST 1899,9:45:00,IR80W,500,W,MILE MARKER 95,CLOUDY,-9999,-9999,PDO,Null,ANGLE,2,SEMI,W,64,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,DEER,SEMI,W,33,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,SLOW/STOPPED VEHICLE,Null,Null,DRY,DAYLIGHT,ANIMAL IN ROADWAY,NHP,2210889,Null,Null,Null,2015-10-18T16:45:00.000Z,{8AC214DC-1E27-45B9-9400-5C8A97184FB4}
315813,586250.9087,4628647.269,41.81,-116,2015-10-25,UNKNOWN,INJURY CRASH,ELKO,Sun Oct 25 00:00:00 PDT 2015,Sun Dec 31 06:00:00 PST 1899,6:00:00,SR225,528,N,MILE MARKER 108,CLOUDY,-9999,1,Null,B,NON-COLLISION,1,PICKUP,S,27,-9999,TURNING LEFT,HAD BEEN DRINKING,Null,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,Null,RAN OFF ROAD RIGHT,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,NONE,NHP,2211203,Null,Null,Null,2015-10-25T13:00:00.000Z,{9E971B90-BBC0-451F-8E3B-ED2939FBF6C4}
315824,669829.0093,4308641.866,38.91,-115,2015-10-25,DEER,PROPERTY DAMAGE ONLY,WHITE PINE,Sun Oct 25 00:00:00 PDT 2015,Sun Dec 31 18:10:00 PST 1899,18:10:00,SR318,0,Null,MILE MARKER 15,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,MOTORCYCLE,N,29,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER: OVERTURN/ROLLOVER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2211218,Null,Null,YES,2015-10-26T01:10:00.000Z,{13BEF12E-70B1-470E-87D4-BDAEF4903D76}
315827,583285.2491,4048490.332,36.58,-116.1,2015-10-25,BURRO,PROPERTY DAMAGE ONLY,NYE,Sun Oct 25 00:00:00 PDT 2015,Sun Dec 31 20:24:00 PST 1899,20:24:00,US95N,3700,N,MILE MARKER 11,CLOUDY,-9999,-9999,PDO,Null,NON-COLLISION,1,PICKUP,S,34,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,BURRO,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2211226,Null,Null,Null,2015-10-26T03:24:00.000Z,{B8B0CD07-2AF0-4F6E-A8FC-A15BF2FD5468}
314522,649132.1818,4298155.153,38.82,-115.3,2015-09-06,DEER,PROPERTY DAMAGE ONLY,NYE,Sun Sep 06 00:00:00 PDT 2015,Sun Dec 31 16:29:00 PST 1899,16:29:00,US6,1677,W,MILE MARKER 131,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,CARRY-ALL,W,38,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,OVER-CORRECTING/OVER-STEERING: RAN OFF ROAD: OBJECT AVOIDANCE,Null,"RAN OFF ROAD RIGHT: OTHER POST, POLE OR SUPPORT: OVERTURN/ROLLOVER: FIRE/EXPLOSION",Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DAYLIGHT,ANIMAL IN ROADWAY,NHP,2296164,Null,Null,Null,2015-09-06T23:29:00.000Z,{BED0EF2D-8FF6-462F-A777-937C2C7CAC1C}
315286,265985.9906,4363654.839,39.39,-119.7,2015-09-06,DEER,PROPERTY DAMAGE ONLY,WASHOE,Sun Sep 06 00:00:00 PDT 2015,Sun Dec 31 20:53:00 PST 1899,20:53:00,SR341,400,E,RIM ROCK DR,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,"SEDAN, 4 DOOR",E,22,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2296170,Null,Null,Null,2015-09-07T03:53:00.000Z,{200CBECD-F76C-4B36-BA05-2D7B85598CE0}
302755,434513.055,4602275.66,41.57,-117.8,2015-09-13,DEER,PROPERTY DAMAGE ONLY,HUMBOLDT,Sun Sep 13 00:00:00 PDT 2015,Sun Dec 31 20:55:00 PST 1899,20:55:00,US95N,2700,N,MILE MARKER 43,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,"SEDAN, 4 DOOR",S,28,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2197989,Null,Null,Null,2015-09-14T03:55:00.000Z,{8E893B52-4A37-4496-B6F0-345DAD401C29}
302376,248435.0172,4354467.615,39.3,-119.9,2015-09-20,DEER,PROPERTY DAMAGE ONLY,WASHOE,Sun Sep 20 00:00:00 PDT 2015,Sun Dec 31 21:11:00 PST 1899,21:11:00,SR431,800,W,MILE MARKER 7,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,"SEDAN, 4 DOOR",E,49,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,NONE,NHP,2198326,Null,Null,Null,2015-09-21T04:11:00.000Z,{2B4127A7-B3D3-4EB9-9217-02277379BFC3}
315164,708560.2859,4164445.781,37.6,-114.6,2015-09-27,HORSE,PROPERTY DAMAGE ONLY,LINCOLN,Sun Sep 27 00:00:00 PDT 2015,Sun Dec 31 16:02:00 PST 1899,16:02:00,US93N,0,Null,MILE MARKER 86,CLOUDY,-9999,-9999,PDO,Null,NON-COLLISION,1,PICKUP,N,33,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,HORSE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DAYLIGHT,ANIMAL IN ROADWAY,NHP,2297135,Null,Null,Null,2015-09-27T23:02:00.000Z,{260BCAAE-D149-4D10-BAD4-46196AC42BEB}
413094,753577.9639,4179838.318,37.73,-114.1,2015-04-02,DEER,PROPERTY DAMAGE ONLY,LINCOLN,Thu Apr 02 00:00:00 PDT 2015,Sun Dec 31 07:19:00 PST 1899,7:19:00,SR319,0,Null,MILE MARKER 67,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,"SEDAN, 4 DOOR",E,46,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DAYLIGHT,ANIMAL IN ROADWAY,NHP,2176718,Null,Null,Null,2015-04-02T14:19:00.000Z,{498E61CA-4F0A-4780-B368-6286E9E7273C}
295360,496977.5315,4342055.126,39.23,-117,2015-04-02,ANTELOPE,PROPERTY DAMAGE ONLY,LANDER,Thu Apr 02 00:00:00 PDT 2015,Sun Dec 31 21:45:00 PST 1899,21:45:00,SR376,792,S,MILE MARKER 5,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,COUPE,N,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,NONE,NHP,2176746,Null,Null,Null,2015-04-03T04:45:00.000Z,{9C916BA7-25F7-4535-9F7B-B513AB875B8D}
336859,249767.2317,4378944.326,39.52,-119.9,2015-04-09,DOG/COYOTE,PROPERTY DAMAGE ONLY,WASHOE,Thu Apr 09 00:00:00 PDT 2015,Sun Dec 31 19:02:00 PST 1899,19:02:00,SOMERSETT PKWY,0,Null,RIVER HILL WAY,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,"HATCHBACK, 2 DOOR",S,45,-9999,OTHER TURNING MOVEMENT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DOG/COYOTE,Null,DRY,DAYLIGHT,ANIMAL IN ROADWAY,RPD,2137057,Null,Null,Null,2015-04-10T02:02:00.000Z,{E1FA077D-3A1B-4AE9-8857-6724ECA7BFF5}
295664,720378.6826,4170191.528,37.65,-114.5,2015-04-09,DEER,PROPERTY DAMAGE ONLY,LINCOLN,Thu Apr 09 00:00:00 PDT 2015,Sun Dec 31 05:50:00 PST 1899,5:50:00,US93N,350,S,MILE MARKER 97,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,UTILITY,S,58,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DAWN,ANIMAL IN ROADWAY,NHP,2177073,Null,Null,Null,2015-04-09T12:50:00.000Z,{15C057E5-4B8B-452A-A721-DF6855EBF9C6}
297391,244626.262,4320290.245,38.99,-119.9,2015-04-16,BEAR,PROPERTY DAMAGE ONLY,DOUGLAS,Thu Apr 16 00:00:00 PDT 2015,Sun Dec 31 21:13:00 PST 1899,21:13:00,US50,1056,E,MILE MARKER 3,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,CARRY-ALL,E,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,NHP,2177470,Null,Null,Null,2015-04-17T04:13:00.000Z,{8DE3B85B-909A-4DFB-99A0-50260ED03C2B}
298467,604990.2966,4522696.83,40.85,-115.8,2015-04-23,DEER,PROPERTY DAMAGE ONLY,ELKO,Thu Apr 23 00:00:00 PDT 2015,Sun Dec 31 22:40:00 PST 1899,22:40:00,IR80E,1584,E,MILE MARKER 25,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,VAN,E,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,NHP,2177807,Null,Null,Null,2015-04-24T05:40:00.000Z,{E1D82D35-ADAD-4760-AAAC-8527D5151DD4}
282609,313946.7809,4324324.647,39.05,-119.1,2015-04-30,DEER,PROPERTY DAMAGE ONLY,LYON,Thu Apr 30 00:00:00 PDT 2015,Sun Dec 31 05:45:00 PST 1899,5:45:00,MILLER LN,6336,E,POLI LN,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,PICKUP,E,30,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,UNKNOWN,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DAWN,NONE,LYSO,2247235,Null,Null,Null,2015-04-30T12:45:00.000Z,{1FFC71B7-7F9F-4742-81EC-A9036F9ED6D5}
397909,286320.7235,4379589.528,39.54,-119.5,2015-04-30,COYOTE,INJURY CRASH,STOREY,Thu Apr 30 00:00:00 PDT 2015,Sun Dec 31 02:53:00 PST 1899,2:53:00,SR439,0,Null,DENMARK DR,CLEAR,-9999,1,Null,B,NON-COLLISION,1,"SEDAN, 4 DOOR",N,20,2,GOING STRAIGHT,Null,Null,OBJECT AVOIDANCE,Null,RAN OFF ROAD RIGHT: TREE/SHRUB: OVERTURN/ROLLOVER: UTILITY POLE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,STSO,2307432,Null,Null,Null,2015-04-30T09:53:00.000Z,{A43427EC-C355-4A41-952A-32C1F3066887}
292731,245298.9678,4318923.054,38.98,-119.9,2015-08-06,DEER,PROPERTY DAMAGE ONLY,DOUGLAS,Thu Aug 06 00:00:00 PDT 2015,Sun Dec 31 20:46:00 PST 1899,20:46:00,US50,200,N,SEWER PLANT RD,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,"HATCHBACK, 4 DOOR",S,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,UNKNOWN,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,NONE,DCSO,2153148,Null,Null,Null,2015-08-07T03:46:00.000Z,{24C85080-99D9-4235-B6A7-6E02C1A015C5}
300087,725747.6788,4180825.699,37.75,-114.4,2015-08-06,DEER,PROPERTY DAMAGE ONLY,LINCOLN,Thu Aug 06 00:00:00 PDT 2015,Sun Dec 31 19:46:00 PST 1899,19:46:00,US93N,2640,S,MILE MARKER 105,"BLOWING SAND, SOIL, DIRT, SNOW",-9999,-9999,PDO,Null,NON-COLLISION,1,PICKUP,S,51,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DAYLIGHT,NONE,NHP,2196158,Null,Null,Null,2015-08-07T02:46:00.000Z,{BFEC6E2C-FAD6-48E0-A949-831E177B2452}
302753,749145.3283,4321381.907,39.01,-114.1,2015-08-06,DEER,PROPERTY DAMAGE ONLY,WHITE PINE,Thu Aug 06 00:00:00 PDT 2015,Sun Dec 31 02:18:00 PST 1899,2:18:00,SR487,1450,S,MILE MARKER 6,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,VAN,S,20,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2196130,Null,Null,Null,2015-08-06T09:18:00.000Z,{92A8C559-042E-40B1-B292-139F0329DE97}
299688,653167.119,4512918.344,40.75,-115.2,2015-08-06,CATTLE,INJURY CRASH,ELKO,Thu Aug 06 00:00:00 PDT 2015,Sun Dec 31 06:45:00 PST 1899,6:45:00,SR229,2640,S,MILE MARKER 25,CLEAR,-9999,1,Null,C,NON-COLLISION,1,"SEDAN, 4 DOOR",N,25,1,GOING STRAIGHT,"FELL ASLEEP, FAINTED, FATIGUED, ETC.",Null,Null,Null,CATTLE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DAYLIGHT,NONE,NHP,2182766,Null,Null,Null,2015-08-06T13:45:00.000Z,{AFEA24D9-D79F-44FD-B1EF-FA5C2061FC78}
314500,584979.5232,4507582.367,40.71,-116,2015-08-13,DEER,PROPERTY DAMAGE ONLY,ELKO,Thu Aug 13 00:00:00 PDT 2015,Sun Dec 31 00:36:00 PST 1899,0:36:00,IR80W,250,W,MILE MARKER 9,CLOUDY,-9999,-9999,PDO,Null,NON-COLLISION,1,PICKUP,W,22,2,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2294927,Null,Null,Null,2015-08-13T07:36:00.000Z,{938ED042-04D5-470C-801B-8A7D10457938}
302643,267805.0497,4342267.636,39.2,-119.7,2015-08-20,HORSE,PROPERTY DAMAGE ONLY,CARSON CITY,Thu Aug 20 00:00:00 PDT 2015,Sun Dec 31 21:02:00 PST 1899,21:02:00,US50,1056,W,MILE MARKER 16,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,PICKUP,E,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,NHP,2196828,Null,Null,Null,2015-08-21T04:02:00.000Z,{C6F9E8B6-07EF-458E-ADA4-B5415D68E44E}
302313,441331.8102,4644342.089,41.95,-117.7,2015-08-27,CATTLE,INJURY CRASH,HUMBOLDT,Thu Aug 27 00:00:00 PDT 2015,Sun Dec 31 01:15:00 PST 1899,1:15:00,US95N,1500,N,MILE MARKER 70,CLOUDY,-9999,1,Null,U,NON-COLLISION,1,SEMI,N,47,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,RAN OFF ROAD: OBJECT AVOIDANCE,Null,"CATTLE: RAN OFF ROAD RIGHT: OTHER POST, POLE OR SUPPORT: FENCE/WALL: OVERTURN/ROLLOVER",Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2197119,Null,Null,Null,2015-08-27T08:15:00.000Z,{9F2532E1-D41E-4545-A906-82902B12AE03}
304026,261789.9089,4313785.021,38.94,-119.7,2015-12-03,UNKNOWN,PROPERTY DAMAGE ONLY,DOUGLAS,Thu Dec 03 00:00:00 PST 2015,Sun Dec 31 18:20:00 PST 1899,18:20:00,US395N,0,Null,EDDY ST,RAIN,-9999,-9999,PDO,Null,NON-COLLISION,1,"HATCHBACK, 4 DOOR",S,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,UNKNOWN,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,NONE,DCSO,2207088,Null,Null,Null,2015-12-04T02:20:00.000Z,{7FB5230B-8E7C-4316-B4A2-544F71082B58}
318176,529962.7343,4502534.693,40.67,-116.6,2015-12-03,DEER,PROPERTY DAMAGE ONLY,LANDER,Thu Dec 03 00:00:00 PST 2015,Sun Dec 31 02:50:00 PST 1899,2:50:00,IR80E,489,E,MILE MARKER 24,CLOUDY,-9999,-9999,PDO,Null,NON-COLLISION,1,UTILITY,E,36,2,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2213328,Null,Null,Null,2015-12-03T10:50:00.000Z,{76337482-A761-4F09-89C6-662758F21A76}
318193,542134.8406,4505014.052,40.69,-116.5,2015-12-03,DEER,PROPERTY DAMAGE ONLY,EUREKA,Thu Dec 03 00:00:00 PST 2015,Sun Dec 31 19:35:00 PST 1899,19:35:00,IR80W,200,E,MILE MARKER 5,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,VAN,W,27,1,GOING STRAIGHT,"FELL ASLEEP, FAINTED, FATIGUED, ETC.",Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,NONE,NHP,2213367,Null,Null,Null,2015-12-04T03:35:00.000Z,{692AF611-FC71-449C-984A-D4C4356FC158}
318306,280597.3781,4351634.971,39.29,-119.5,2015-12-10,HORSE,INJURY CRASH,LYON,Thu Dec 10 00:00:00 PST 2015,Sun Dec 31 05:15:00 PST 1899,5:15:00,US50,0,Null,JAMES AVE,RAIN,-9999,1,Null,B,NON-COLLISION,1,"SEDAN, 4 DOOR",E,38,2,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,HORSE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,"WET, ICY, SNOW, SLUSH: ANIMAL IN ROADWAY",NHP,2213664,Null,Null,Null,2015-12-10T13:15:00.000Z,{20C94C95-A411-4C05-A4B7-5C7C25ACACB5}
319906,287892.3335,4381184.208,39.55,-119.5,2015-12-10,HORSE,INJURY CRASH,STOREY,Thu Dec 10 00:00:00 PST 2015,Sun Dec 31 17:39:00 PST 1899,17:39:00,PORTOFINO DR,2200,N,MILAN DR,CLOUDY,-9999,1,Null,A,NON-COLLISION,1,"SEDAN, 2 DOOR",W,19,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,HORSE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,STSO,2228153,Null,Null,Null,2015-12-11T01:39:00.000Z,{31573737-3F26-4D98-894E-AD27E740B23E}
